Observation_Day,beta_i_symptomatic,beta_e_asymptomatic,phi_e_prop_asymptomatic,phi_r_recovery,phi_d_mortality,v_vaccination_rate
162.0,0.003458030841880686,0.10665373036450197,0.16641449898466595,0.04303658214503698,0.0009007988697484756,0.001971306442001052
163.0,0.0034310023728170345,0.10678596103154481,0.16644262122047382,0.043148327534707834,0.000900112406068104,0.001972835626160859
164.0,0.003401776886668361,0.10693137785346658,0.16647687391811167,0.043273788648751546,0.0008993321901687752,0.001974590117240048
165.0,0.0033705252589852916,0.10709112383057112,0.16651704374935022,0.04341287077394255,0.0008984507391129184,0.001976558442521582
166.0,0.0033374275452780424,0.10726646074324972,0.1665628995938971,0.043565476116191916,0.0008974598417039289,0.001978728118303256
167.0,0.003302671966344384,0.10745877219144782,0.1666141903833943,0.043731500043185524,0.0008963505825943609,0.001981085562177952
168.0,0.0032664538632356725,0.10766956674991435,0.16667064282078714,0.04391082700155313,0.0008951133719397652,0.0019836160015153934
169.0,0.0032289746287039486,0.1079004811378103,0.16673195901150545,0.04410332611834559,0.0008937379816084204,0.0019863033799283024
170.0,0.003190440622225211,0.1081532832867838,0.16679781404777513,0.04430884650161634,0.0008922135890251608,0.0019891302637694555
171.0,0.0031510620758753334,0.10842987517521041,0.1668678535929294,0.044527212261555336,0.0008905288297802029,0.001992077751003099
172.0,0.0031110519984185576,0.1087322952778397,0.16694169151877927,0.04475821728203978,0.0008886718601665308,0.0019951253851212816
173.0,0.003070625084926299,0.10906272045952428,0.16701890765583394,0.045001619782745694,0.0008866304308160366,0.0019982510771273973
174.0,0.0030299966390483634,0.10942346711904297,0.16709904572331458,0.04525713672417388,0.0008843919725784683,0.002001431038977421
175.0,0.002989381514683956,0.10981699136436276,0.16718161151328714,0.045524438122084704,0.0008819436957208291,0.0020046397322424623
176.0,0.0029489930832234126,0.1102458879742256,0.16726607141061198,0.04580314135382537,0.0008792727034100201,0.0020078498361192558
177.0,0.00290904223173423,0.11071288787305969,0.16735185133744981,0.046092805556679446,0.0008763661202699141,0.00201103223924882
178.0,0.0028697363964344524,0.11122085381746002,0.1674383362173865,0.04639292623733642,0.0008732112365673283,0.0020141560600840393
179.0,0.0028312786345276154,0.11177277396363994,0.1675248700593719,0.046702930231363966,0.0008697956682720796,0.0020171887007462913
180.0,0.002793866735970868,0.11237175295741066,0.1676107567650622,0.04702217117146645,0.000866107532848258,0.002020095939397014
181.0,0.0027576923750283174,0.11302100016280336,0.1676952617641902,0.047349925642402146,0.000862135640163229,0.0020228420660862705
182.0,0.0027229402995553073,0.11372381462421538,0.16777761458058532,0.04768539021755447,0.0008578696973472104,0.002025390066788399
183.0,0.0026897875539134684,0.11448356634217255,0.16785701242571524,0.04802767958591016,0.0008533005258033338,0.0020277018598553807
184.0,0.0026584027292964997,0.11530367343715464,0.1679326249064071,0.04837582598699147,0.000848420287865535,0.002029738588374012
185.0,0.002628945233139261,0.11618757478260569,0.16800359991806513,0.04872878017334569,0.0008432227198453428,0.002031460970870531
186.0,0.002601564567297476,0.1171386977108673,0.1680690707736661,0.0490854141136619,0.0008377033674224248,0.0020328297114418814
187.0,0.002576399602955114,0.11816042043832667,0.16812816459169178,0.04944452563263981,0.0008318598185491612,0.0020338059686952703
188.0,0.0025535778388983024,0.1192560289227807,0.16818001193280688,0.04980484515473104,0.0008256919282963706,0.0020343518808540214
189.0,0.002533214629068096,0.12042866796111204,0.16822375763568936,0.05016504467653515,0.00081920202941257,0.0020344311420673364
